"id_survey","date_of_survey","ticket_system","overall_rating","customer_service","features","value_for_money","ease_of_use","likelihood_to_recommend","overall_text"
"T_04822",2024-12-30,"Zoho Desk",5,4,5,4,5,8,"Very Good Software . need resolution for the above cons."
"T_04450",2024-12-25,"Zoho Desk",5,3,5,5,5,9,"I'm happy because Zoho Desk delivers great customer services."
"T_03221",2024-12-08,"Zendesk",4,0,3,1,2,1,"Pros:The software is easy to use, generally doesn't have downtimes or outages."
"T_04503",2024-12-25,"ServiceNow",4,2,4,3,5,7,"It's far better than the last ITSM tool- Remedy on terms of efficiency and usefulnessIntegrating with other tools is most popular in SNOW with easy REST APIFast and Managing/Navigation are very easyMost of the things can be done in IT user level with a configuration changes"
"T_03381",2024-12-10,"Zendesk",5,2,4,5,5,8,"I couldn't be any happier with Zendesk. From the different filtering, viewing. admin options and more, I totally feel good with this tool. Distributing tickets and following up with our customers has never been so easy. I love how new tickets are under an unassigned folder, which then can be assigned to or grabbed by anyone in the team. If a customer replies, it goes back to the person who initially responded the ticket which allows us to provide continuous follow-up. Another of my favorite options: private comments; it has helped us to save important information from the ticket/customer without having to use other tools."
"T_03086",2024-12-06,"Zendesk",,,,,,,
"T_03427",2024-12-11,"Zoho Desk",4,1,2,3,4,5,"Overall I wasn't happy with Zoho Desk. I would look elsewhere in the future."
"T_04556",2024-12-26,"Zendesk",,,,,,,
"T_02333",2024-11-24,"Freshdesk",5,4,5,3,4,8,"Pros:Quick responsive websiteConstance new features and integration 3rd partyHas mobile application"
"T_01618",2024-11-10,"Zoho Desk",5,4,5,5,4,10,"Better customer service support and tracking of ticketsMore streamlined helpdesk process"
"T_00132",2024-10-04,"Freshdesk",,,,,,,
"T_03597",2024-12-13,"Zoho Desk",5,3,5,5,3,8,"Pros:All the great conectivity to other softwares and the power of zoho desk.Great work by Zoho Support."
"T_04567",2024-12-26,"Zendesk",,,,,,,
"T_04399",2024-12-24,"Freshdesk",5,5,4,5,5,9,"The types of business problems we are solving are as follows:Quicker support for our clients"
"T_02688",2024-12-01,"Freshdesk",3,1,3,5,4,5,"We use this as our customer-facing portal because it's very easy for customers to use, but it's certainly not as good as other products out there for user support. Integration with email is key, though, and they do that pretty well. We do still have a lot of issues with Spam, and it's not something our developers ever want to use."
"T_02099",2024-11-19,"Zoho Desk",,,,,,,
"T_03356",2024-12-10,"Zoho Desk",5,3,5,5,4,7,"Manage our entire Service Desk unit."
"T_04218",2024-12-21,"Zendesk",5,4,4,4,4,8,"We really like Zendesk and it's a pleasure to use across all of the apps."
"T_04046",2024-12-19,"Freshdesk",5,4,4,4,5,7,"Freshdesk application is an awesome platform to use for customer/user support."
"T_03762",2024-12-15,"Freshdesk",4,2,5,5,5,9,"It helped us grow from being small and unorganized to big organization with a hand on everything!"
"T_00196",2024-10-05,"Zendesk",5,3,5,5,5,10,"Pros:I appreciate the possibility to work with tickets. Easy transfer between colleagues."
"T_01202",2024-11-01,"Zendesk",4,3,4,5,4,5,"We've been able to successfully look after clients visiting our website and manage their queries and concerns without any difficulties."
"T_02424",2024-11-26,"Freshdesk",,,,,,,
"T_00751",2024-10-20,"Zoho Desk",5,3,5,5,5,10,"no conflicted copies of documentation compared to using excel on dropbox."
"T_02830",2024-12-03,"Freshdesk",,,,,,,
"T_04263",2024-12-22,"Freshdesk",,,,,,,
"T_01600",2024-11-09,"Zendesk",,,,,,,
"T_00778",2024-10-20,"Jira Service Management",5,4,4,4,5,7,"JIRA provided the ability to manage the overall IT project execution . Thetool also provided ability to create disting user stories and tasks to complete. The taskscould be cloned easily and moved from one worspace to other. The access and permissions were easy to maintain. The tool was a secured source of project management overall."
"T_04658",2024-12-27,"Jira Service Management",4,4,3,4,5,10,"For me JSD was a challenge that thought me a lot. The product is awesome but there is still room for improvement."
"T_03828",2024-12-16,"Freshdesk",,,,,,,
"T_02683",2024-12-01,"Freshdesk",,,,,,,
"T_04303",2024-12-23,"Zoho Desk",,,,,,,
"T_04790",2024-12-29,"Zendesk",5,4,5,5,5,9,"I love how the ticket submitting process is integrated into email so I can do it from anywhere that supports email. saves time and hassle."
"T_03311",2024-12-09,"Zendesk",,,,,,,
"T_00144",2024-10-04,"Zendesk",5,4,5,4,4,8,"By making efficient customer services we optimize the time of using Zendesk instead of a thousand e-mails that could be easily forgotten in an inbox. The ticket system works so well and we can validate the satisfaction of a client by the time and feedbak"
"T_02753",2024-12-02,"Freshdesk",5,4,5,5,5,9,"We have a large network of small independent businesses so replying on a timely manner is critical. Freshdesk lets us prioritise urgent matters easily."
"T_00268",2024-10-07,"Zendesk",,,,,,,
"T_00105",2024-10-03,"Zendesk",,,,,,,
"T_02854",2024-12-03,"Zendesk",4,4,5,4,4,7,"Zendesk Suite isn't bad. Suitable for those who are into Customer Service, but may not be a strong suit for those who are into technology or highly familiar with features. Zendesk is best said to be beginner-friendly."
"T_04452",2024-12-25,"Zoho Desk",2,2,1,2,1,0,"I no longer use this desk.It has a huge learning curve, especially if you're used to Zendesk or Freshdesk.Of course, it's ok once you finally get the gist of it down, but I rely on analytics to be accurate always.I do really like Zoho Invoice.That is easy to use and it gives you a discounted PayPal fee when you are paid via PayPal."
"T_01685",2024-11-11,"Freshdesk",5,4,5,5,5,9,"We use Freshdesk to log support queries, and also have it integrated with Jira meaning we can create development tasks straight from Freshdesk. Overall our experience has been very positive."
"T_00484",2024-10-13,"Zoho Desk",5,4,5,5,5,8,"Never need to change any parameters after setup"
"T_02068",2024-11-18,"Zendesk",5,4,5,5,4,10,"Pros:Excelent, in over 5 years of use we have never had a service disruption. It satisfies our need"
"T_03029",2024-12-05,"Jira Service Management",5,4,5,5,5,8,"My total idea is the Best choice for ticket management"
"T_01231",2024-11-02,"Freshdesk",4,4,5,4,5,9,"It has been of great help, it has helped us a lot with the management of incidents in the company and to manage each project in a better way."
"T_00891",2024-10-23,"ServiceNow",5,3,5,4,4,9,"Pros:The nice part about this product is that it can be integrated with PowerShell scripts. Once the work is completed, the data is uploaded to the SNOW interface, where we can simply combine it with this email gateway and other products."
"T_02847",2024-12-03,"Zendesk",5,5,5,5,4,8,"I love Zendesk.I suggest it to everyone to use.It's not robust like Salesforce but worth the investment."
"T_01226",2024-11-02,"Zoho Desk",5,2,4,5,4,8,"Pros:User interface and application speed are exceptional.I also liked the templating functionality for the emails that are being sent out."
"T_02391",2024-11-25,"Zendesk",4,2,4,4,4,8,"Allowed us to increase our response time with our clients."
"T_04757",2024-12-29,"Zoho Desk",4,3,4,3,4,7,"Very smooth, easy to set-up, understand, and train my team."
"T_02318",2024-11-24,"Zoho Desk",5,4,4,5,5,7,"It simplified our help desk process quite a bit. We now get all the relevant KPIs out of the system easily."
"T_04652",2024-12-27,"Zendesk",,,,,,,
"T_02990",2024-12-05,"Freshdesk",,,,,,,
"T_00739",2024-10-19,"ServiceNow",,,,,,,
"T_03215",2024-12-08,"Zendesk",,,,,,,
"T_02329",2024-11-24,"Freshdesk",5,3,4,4,5,8,"Overall, my experience with Freshdesk for CRM was a positive one. The platform is easy to use and provides an intuitive interface for tracking customer support requests. Additionally, the various features available are useful for streamlining customer service operations while providing customers with a better overall experience. While there are some areas where improvements could be made in order to provide more comprehensive capabilities, the cost of subscription may not make it feasible for smaller businesses."
"T_04272",2024-12-22,"Zendesk",5,3,5,5,5,9,"We regularly use Zendesk for all my clients' customer support needs. No other platform comes close to it."
"T_01111",2024-10-29,"Freshdesk",,,,,,,
"T_03583",2024-12-12,"Jira Service Management",5,5,5,5,5,10,"Pros:It's really easy to configure a help center for customers. This makes easy for them to find the solution that they need."
"T_03856",2024-12-16,"Zendesk",,,,,,,
"T_04060",2024-12-19,"Zendesk",5,4,5,5,5,10,"Pros:- Easy to setup and super personalized tool (Create chatflows to help your customers)- The AI keeps getting better. - Track tickets and assign them into multiple owners inside hubspot- Integration with a lot of tools and Apps marketplace"
"T_00179",2024-10-05,"Freshdesk",4,3,4,4,4,5,"Customer support has been great. But I definitely find myself submitting more tickets and asking more questions than I think should be necessary."
"T_03595",2024-12-13,"Zoho Desk",4,2,4,4,5,8,"We are able to manage all the support Tickets from the portal and visible to all the concerned persons"
"T_03714",2024-12-14,"ServiceNow",,,,,,,
"T_03608",2024-12-13,"Freshdesk",,,,,,,
"T_02179",2024-11-21,"Zoho Desk",5,5,5,5,5,8,"Pros:We use zoho for a variety of tech needs, service is always quick and friendly with a desire to help out as much as needed."
"T_04825",2024-12-30,"Zoho Desk",5,3,5,3,4,6,"Pros:Customer reporting is very useful as we can see everything in one place and helps us keep track of all our customers queries. The search function is another that we use a lot."
"T_03963",2024-12-18,"Freshdesk",5,4,5,5,5,10,"We are now supporting multiple large customers using the software and our efforts are now focussed around our own internal improvements as opposed to improving the customer facing experience."
"T_00906",2024-10-24,"Zoho Desk",,,,,,,
"T_04546",2024-12-26,"Freshdesk",5,5,5,5,5,9,"We're happy to use Freshdesk and hoping the small issues it has will be fixed once and for all. Thank you for the great service Freshdesk."
"T_01799",2024-11-13,"Zendesk",,,,,,,
"T_03350",2024-12-10,"Zoho Desk",,,,,,,
"T_03766",2024-12-15,"Zendesk",,,,,,,
"T_04451",2024-12-25,"Zoho Desk",,,,,,,
"T_02148",2024-11-20,"Freshdesk",5,4,5,5,5,9,"Easy to use helpdesk which helps us stay in touch with the customers. Thank you Freshdesk :)"
"T_04679",2024-12-28,"Zoho Desk",5,5,5,5,5,9,"effeciency"
"T_04462",2024-12-25,"Zoho Desk",,,,,,,
"T_00288",2024-10-08,"Zoho Desk",,,,,,,
"T_04485",2024-12-25,"Freshdesk",4,4,3,4,4,7,"My daily interaction with Freshdesk is mostly painless.I would recommended it to any small business.I wish I had been here when the initial set up was done so that I could take advantage of more options.I am now looking into those options for future use."
"T_02962",2024-12-05,"Zoho Desk",,,,,,,
"T_02281",2024-11-23,"Freshdesk",5,4,4,5,5,8,"Pros:Very easy set up and easy to assign, control and analyze work flow, outstanding tickets or problem areas throughout the district. Support is top notch and very quick to respond. The automation rules allow you to set up multiple departments to access the system and control their own tickets. The ability to watch a ticket (monitor a ticket flow without being a responder or known to the customer that you are watching the ticket. The ability for customers to rate their experience along with customized email messages and ticket assignment make this product well worth the money."
"T_04843",2024-12-30,"Freshdesk",5,3,4,5,5,8,"Overall Freshdesk has been a great addition to the business. I think that the support has been good, though sometimes a little slow - occasionally disappointing if they don't know the answer, or can't get you an answer, you get shrugged off or forgotten about."
"T_00104",2024-10-03,"Freshdesk",5,3,4,3,5,6,"excelent"
"T_02018",2024-11-17,"Jira Service Management",5,3,5,4,4,6,"Jira allows us to keep better track of goals and break them down into manageable steps. It's been helpful having it allin one place for all our team leads to collaborate on."
"T_03286",2024-12-09,"Freshdesk",4,5,4,5,5,9,"Freshdesk support has always been quick and helpful if we've ever experienced issues, and our account manager is always responsive and super helpful.We are part of the Affiliate programme and find the payments and admin of that side can be delayed and slow in both showing in the system and being received."
"T_00669",2024-10-17,"Jira Service Management",5,4,5,5,5,9,"Overall it's a very important tool in our project management."
